age,age_cat,charge,race,sex,priors_count,score,outcome
27,25 - 45,Felony,African-American,Female,0,3,1
38,25 - 45,Misdemeanor,African-American,Male,10,2,0
42,25 - 45,Felony,African-American,Male,1,1,0
31,25 - 45,Felony,African-American,Male,0,2,0
43,25 - 45,Misdemeanor,African-American,Male,1,4,1
39,25 - 45,Felony,Caucasian,Male,0,1,0
31,25 - 45,Misdemeanor,African-American,Male,0,2,0
33,25 - 45,Felony,African-American,Female,0,2,0
23,Less than 25,Felony,African-American,Male,1,8,1
29,25 - 45,Felony,Caucasian,Female,0,3,0
62,Greater than 45,Felony,Caucasian,Male,2,1,0
44,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
30,25 - 45,Felony,African-American,Male,0,3,0
51,Greater than 45,Felony,Caucasian,Male,3,3,0
21,Less than 25,Felony,African-American,Male,0,6,0
27,25 - 45,Felony,African-American,Male,3,5,1
28,25 - 45,Felony,Hispanic,Male,0,2,0
31,25 - 45,Felony,African-American,Female,0,1,0
49,Greater than 45,Felony,Caucasian,Female,2,1,0
41,25 - 45,Felony,Other,Female,2,3,0
20,Less than 25,Misdemeanor,Caucasian,Male,0,7,0
23,Less than 25,Felony,African-American,Male,4,9,1
26,25 - 45,Misdemeanor,Caucasian,Male,0,3,0
28,25 - 45,Misdemeanor,Caucasian,Male,1,2,0
52,Greater than 45,Misdemeanor,African-American,Male,4,1,0
36,25 - 45,Misdemeanor,Hispanic,Male,1,3,0
22,Less than 25,Felony,African-American,Male,0,4,0
24,Less than 25,Felony,Caucasian,Male,2,5,0
34,25 - 45,Felony,African-American,Female,6,2,0
51,Greater than 45,Misdemeanor,African-American,Male,8,1,0
28,25 - 45,Felony,African-American,Male,0,3,0
23,Less than 25,Felony,Caucasian,Male,0,5,0
25,25 - 45,Felony,Caucasian,Male,2,3,0
28,25 - 45,Felony,Caucasian,Male,2,8,0
32,25 - 45,Misdemeanor,African-American,Female,0,1,1
35,25 - 45,Felony,African-American,Male,7,3,0
33,25 - 45,Misdemeanor,African-American,Male,16,9,1
30,25 - 45,Felony,Other,Male,1,2,0
58,Greater than 45,Misdemeanor,Caucasian,Female,1,1,0
22,Less than 25,Felony,African-American,Male,2,6,0
28,25 - 45,Felony,Caucasian,Male,2,3,1
26,25 - 45,Felony,African-American,Male,6,9,1
23,Less than 25,Felony,Caucasian,Male,0,9,0
26,25 - 45,Felony,African-American,Male,0,3,0
25,25 - 45,Felony,African-American,Male,1,6,0
40,25 - 45,Misdemeanor,Native American,Male,2,2,0
56,Greater than 45,Felony,African-American,Male,1,1,0
36,25 - 45,Felony,African-American,Male,0,3,0
51,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
35,25 - 45,Felony,African-American,Female,9,7,0
22,Less than 25,Felony,Caucasian,Male,2,7,1
25,25 - 45,Felony,Caucasian,Male,3,5,0
52,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
35,25 - 45,Felony,Hispanic,Male,0,4,0
24,Less than 25,Felony,Caucasian,Female,0,2,0
57,Greater than 45,Felony,Other,Male,0,1,0
38,25 - 45,Felony,Caucasian,Male,2,1,0
26,25 - 45,Misdemeanor,Hispanic,Male,1,3,0
34,25 - 45,Felony,African-American,Male,2,1,0
24,Less than 25,Felony,Caucasian,Female,0,4,0
49,Greater than 45,Misdemeanor,Caucasian,Male,4,4,1
55,Greater than 45,Felony,Caucasian,Male,0,1,0
55,Greater than 45,Misdemeanor,African-American,Male,10,4,1
32,25 - 45,Felony,African-American,Male,9,8,0
55,Greater than 45,Felony,Caucasian,Male,0,1,0
23,Less than 25,Misdemeanor,African-American,Male,3,6,0
54,Greater than 45,Felony,Caucasian,Male,2,2,1
40,25 - 45,Felony,Asian,Male,0,1,0
27,25 - 45,Misdemeanor,African-American,Male,0,3,1
29,25 - 45,Felony,African-American,Female,5,3,0
45,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
25,25 - 45,Misdemeanor,Other,Male,2,6,0
40,25 - 45,Felony,Caucasian,Male,4,5,1
38,25 - 45,Felony,African-American,Male,7,4,1
60,Greater than 45,Felony,Caucasian,Male,0,5,0
26,25 - 45,Felony,African-American,Male,3,8,1
37,25 - 45,Felony,African-American,Female,0,1,0
41,25 - 45,Felony,Caucasian,Male,1,1,0
33,25 - 45,Felony,Other,Female,0,1,0
57,Greater than 45,Felony,African-American,Male,1,1,0
34,25 - 45,Misdemeanor,African-American,Male,3,7,0
29,25 - 45,Felony,African-American,Male,1,5,1
45,Greater than 45,Felony,Hispanic,Male,8,5,0
22,Less than 25,Felony,Caucasian,Male,1,5,0
21,Less than 25,Misdemeanor,African-American,Male,0,6,0
56,Greater than 45,Misdemeanor,Caucasian,Male,1,1,0
48,Greater than 45,Felony,African-American,Male,4,3,0
27,25 - 45,Misdemeanor,Hispanic,Male,1,2,0
34,25 - 45,Felony,Hispanic,Male,1,2,0
33,25 - 45,Misdemeanor,African-American,Male,6,3,1
58,Greater than 45,Felony,Caucasian,Male,1,1,0
33,25 - 45,Felony,African-American,Female,1,2,0
40,25 - 45,Misdemeanor,African-American,Female,2,1,0
22,Less than 25,Felony,Caucasian,Male,0,6,0
39,25 - 45,Felony,Caucasian,Male,2,1,0
35,25 - 45,Felony,Caucasian,Male,1,1,0
22,Less than 25,Misdemeanor,Hispanic,Male,0,5,0
37,25 - 45,Misdemeanor,Hispanic,Male,4,3,0
60,Greater than 45,Felony,Hispanic,Male,0,1,0
39,25 - 45,Felony,Caucasian,Female,1,4,0
70,Greater than 45,Felony,Other,Female,0,1,0
53,Greater than 45,Felony,African-American,Male,6,2,0
37,25 - 45,Felony,Caucasian,Male,0,3,0
28,25 - 45,Felony,African-American,Male,1,4,0
21,Less than 25,Felony,African-American,Male,1,7,0
56,Greater than 45,Felony,African-American,Male,0,2,0
30,25 - 45,Misdemeanor,Caucasian,Male,3,2,0
27,25 - 45,Felony,African-American,Male,1,9,0
41,25 - 45,Misdemeanor,African-American,Male,7,3,1
32,25 - 45,Felony,African-American,Male,7,6,1
32,25 - 45,Felony,African-American,Male,3,5,0
46,Greater than 45,Felony,African-American,Male,3,1,0
24,Less than 25,Felony,African-American,Male,1,3,1
50,Greater than 45,Felony,Caucasian,Male,3,1,0
37,25 - 45,Misdemeanor,African-American,Male,3,3,0
37,25 - 45,Felony,Hispanic,Male,1,1,0
40,25 - 45,Misdemeanor,Caucasian,Male,3,3,0
53,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
33,25 - 45,Misdemeanor,African-American,Male,4,1,0
22,Less than 25,Misdemeanor,African-American,Female,0,5,0
25,25 - 45,Misdemeanor,African-American,Male,5,6,1
24,Less than 25,Felony,Caucasian,Male,2,4,0
26,25 - 45,Felony,African-American,Female,1,6,0
24,Less than 25,Felony,Caucasian,Male,1,4,1
26,25 - 45,Misdemeanor,Caucasian,Male,5,6,0
64,Greater than 45,Misdemeanor,African-American,Male,13,2,0
24,Less than 25,Felony,Caucasian,Male,0,3,0
57,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
46,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
56,Greater than 45,Felony,African-American,Male,16,2,0
39,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
68,Greater than 45,Misdemeanor,Caucasian,Male,4,1,0
28,25 - 45,Misdemeanor,African-American,Male,1,3,1
38,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
25,25 - 45,Misdemeanor,African-American,Female,3,8,0
25,25 - 45,Felony,Caucasian,Male,2,4,0
31,25 - 45,Felony,Caucasian,Male,2,5,0
35,25 - 45,Felony,African-American,Female,13,5,0
34,25 - 45,Misdemeanor,African-American,Male,19,4,0
57,Greater than 45,Misdemeanor,Other,Male,0,1,0
42,25 - 45,Felony,African-American,Female,1,1,0
41,25 - 45,Felony,African-American,Male,24,3,1
27,25 - 45,Felony,Caucasian,Male,0,3,0
34,25 - 45,Felony,Caucasian,Male,5,2,0
50,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
25,25 - 45,Felony,Caucasian,Male,6,6,1
27,25 - 45,Felony,African-American,Male,2,6,0
27,25 - 45,Felony,African-American,Male,0,6,0
30,25 - 45,Felony,Caucasian,Male,0,2,0
24,Less than 25,Felony,African-American,Male,3,7,0
39,25 - 45,Misdemeanor,African-American,Male,0,1,0
26,25 - 45,Felony,African-American,Male,24,7,1
30,25 - 45,Felony,Other,Male,2,2,0
20,Less than 25,Felony,African-American,Male,4,7,1
25,25 - 45,Felony,Caucasian,Male,0,4,0
25,25 - 45,Felony,African-American,Male,2,5,1
25,25 - 45,Felony,African-American,Female,0,5,0
38,25 - 45,Misdemeanor,African-American,Male,0,1,0
40,25 - 45,Felony,Hispanic,Male,0,1,0
49,Greater than 45,Misdemeanor,Caucasian,Female,4,1,0
35,25 - 45,Misdemeanor,Caucasian,Female,2,1,0
25,25 - 45,Felony,Other,Male,0,3,0
21,Less than 25,Felony,Caucasian,Male,1,6,0
28,25 - 45,Felony,Caucasian,Male,3,2,0
57,Greater than 45,Misdemeanor,African-American,Male,8,5,0
40,25 - 45,Felony,African-American,Male,15,7,1
43,25 - 45,Felony,African-American,Female,0,1,0
43,25 - 45,Felony,Caucasian,Male,12,3,0
32,25 - 45,Misdemeanor,Asian,Male,0,1,0
21,Less than 25,Felony,African-American,Male,0,9,1
51,Greater than 45,Felony,African-American,Male,2,1,0
20,Less than 25,Misdemeanor,African-American,Male,0,10,1
58,Greater than 45,Misdemeanor,Hispanic,Male,1,1,0
28,25 - 45,Felony,Other,Female,1,2,0
30,25 - 45,Misdemeanor,African-American,Female,2,2,0
22,Less than 25,Felony,African-American,Male,1,9,1
50,Greater than 45,Felony,Caucasian,Male,1,2,0
30,25 - 45,Misdemeanor,African-American,Male,5,8,0
28,25 - 45,Felony,Caucasian,Male,0,2,1
26,25 - 45,Misdemeanor,Hispanic,Male,2,2,0
51,Greater than 45,Felony,Caucasian,Female,0,1,0
21,Less than 25,Felony,African-American,Male,1,7,0
29,25 - 45,Felony,Caucasian,Male,0,3,1
43,25 - 45,Misdemeanor,Caucasian,Male,0,2,0
22,Less than 25,Felony,African-American,Male,1,6,0
36,25 - 45,Felony,African-American,Male,0,1,0
24,Less than 25,Felony,African-American,Male,0,3,0
26,25 - 45,Felony,African-American,Male,5,7,0
27,25 - 45,Misdemeanor,African-American,Male,8,7,0
26,25 - 45,Felony,Caucasian,Male,2,3,0
29,25 - 45,Felony,African-American,Female,0,2,0
34,25 - 45,Felony,African-American,Male,5,2,0
23,Less than 25,Felony,Other,Male,2,5,0
29,25 - 45,Misdemeanor,African-American,Female,1,2,0
24,Less than 25,Felony,African-American,Male,1,5,0
50,Greater than 45,Felony,Caucasian,Male,0,1,0
24,Less than 25,Misdemeanor,African-American,Female,0,5,0
31,25 - 45,Felony,African-American,Female,0,1,0
22,Less than 25,Felony,African-American,Male,0,7,0
22,Less than 25,Felony,Caucasian,Male,0,6,0
27,25 - 45,Misdemeanor,Caucasian,Male,0,3,0
21,Less than 25,Misdemeanor,Other,Female,0,5,0
80,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
68,Greater than 45,Misdemeanor,African-American,Male,6,1,0
23,Less than 25,Felony,African-American,Male,1,5,0
24,Less than 25,Felony,Caucasian,Male,0,7,0
21,Less than 25,Felony,Caucasian,Male,0,7,1
26,25 - 45,Misdemeanor,African-American,Male,3,5,1
36,25 - 45,Felony,Caucasian,Male,1,1,0
21,Less than 25,Felony,African-American,Male,0,7,1
31,25 - 45,Misdemeanor,African-American,Female,1,3,0
49,Greater than 45,Misdemeanor,Caucasian,Male,4,3,0
24,Less than 25,Felony,Caucasian,Male,0,7,0
44,25 - 45,Misdemeanor,Caucasian,Male,1,1,0
25,25 - 45,Felony,African-American,Female,1,4,0
25,25 - 45,Felony,African-American,Male,1,3,0
44,25 - 45,Misdemeanor,Hispanic,Male,0,1,0
33,25 - 45,Felony,African-American,Male,0,1,0
20,Less than 25,Felony,African-American,Male,0,7,1
44,25 - 45,Felony,Caucasian,Male,3,1,0
41,25 - 45,Misdemeanor,African-American,Female,0,1,0
30,25 - 45,Felony,African-American,Male,1,2,0
26,25 - 45,Felony,African-American,Male,1,2,1
32,25 - 45,Felony,Hispanic,Female,0,1,0
43,25 - 45,Misdemeanor,African-American,Female,9,7,0
39,25 - 45,Felony,Caucasian,Male,1,1,0
63,Greater than 45,Misdemeanor,Caucasian,Male,5,1,0
24,Less than 25,Felony,Caucasian,Male,3,4,0
21,Less than 25,Misdemeanor,Caucasian,Male,2,8,0
48,Greater than 45,Felony,Caucasian,Female,0,1,0
37,25 - 45,Felony,African-American,Male,0,1,0
20,Less than 25,Misdemeanor,Other,Female,0,7,0
64,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
22,Less than 25,Misdemeanor,Caucasian,Male,0,5,0
43,25 - 45,Felony,Caucasian,Male,8,1,0
33,25 - 45,Felony,Caucasian,Male,10,8,0
26,25 - 45,Felony,African-American,Male,1,6,0
33,25 - 45,Misdemeanor,Caucasian,Female,1,2,0
44,25 - 45,Felony,African-American,Male,0,1,0
31,25 - 45,Felony,African-American,Male,0,2,0
25,25 - 45,Misdemeanor,Hispanic,Female,0,3,0
43,25 - 45,Misdemeanor,African-American,Female,2,1,0
34,25 - 45,Misdemeanor,Other,Male,2,1,0
44,25 - 45,Felony,Other,Male,0,1,0
55,Greater than 45,Misdemeanor,Hispanic,Female,0,1,0
29,25 - 45,Felony,African-American,Male,6,2,0
31,25 - 45,Misdemeanor,Other,Male,0,1,0
52,Greater than 45,Felony,Other,Male,0,1,0
59,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
49,Greater than 45,Misdemeanor,African-American,Male,1,1,1
36,25 - 45,Misdemeanor,Caucasian,Male,11,4,1
23,Less than 25,Felony,African-American,Female,1,4,0
51,Greater than 45,Felony,Hispanic,Male,1,1,0
34,25 - 45,Felony,African-American,Male,0,2,0
32,25 - 45,Felony,Other,Male,0,1,0
54,Greater than 45,Felony,African-American,Male,1,1,0
36,25 - 45,Felony,African-American,Male,0,1,0
61,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
38,25 - 45,Misdemeanor,African-American,Female,0,1,0
41,25 - 45,Felony,Hispanic,Male,9,1,0
32,25 - 45,Felony,African-American,Male,0,2,0
21,Less than 25,Felony,African-American,Male,4,6,0
68,Greater than 45,Felony,African-American,Male,2,2,0
24,Less than 25,Misdemeanor,African-American,Male,0,4,0
41,25 - 45,Felony,Caucasian,Male,1,2,1
30,25 - 45,Felony,Other,Male,0,2,0
41,25 - 45,Felony,African-American,Male,1,3,0
55,Greater than 45,Felony,Other,Male,4,1,0
33,25 - 45,Felony,Caucasian,Male,1,3,0
23,Less than 25,Felony,African-American,Male,0,4,0
51,Greater than 45,Felony,Caucasian,Female,0,1,0
36,25 - 45,Misdemeanor,Caucasian,Male,1,3,0
57,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
43,25 - 45,Misdemeanor,African-American,Male,0,1,0
47,Greater than 45,Misdemeanor,Other,Male,0,1,0
60,Greater than 45,Felony,African-American,Male,1,1,0
24,Less than 25,Misdemeanor,African-American,Male,0,5,1
28,25 - 45,Misdemeanor,Caucasian,Female,0,4,0
54,Greater than 45,Felony,Other,Male,1,1,0
34,25 - 45,Misdemeanor,Other,Female,0,1,0
48,Greater than 45,Felony,Other,Male,1,1,0
37,25 - 45,Felony,African-American,Male,0,7,0
28,25 - 45,Felony,African-American,Male,8,7,1
45,Greater than 45,Misdemeanor,Caucasian,Male,2,3,0
20,Less than 25,Felony,African-American,Male,2,9,1
52,Greater than 45,Misdemeanor,African-American,Male,0,1,0
29,25 - 45,Misdemeanor,African-American,Male,0,2,0
34,25 - 45,Felony,African-American,Male,11,8,1
28,25 - 45,Felony,African-American,Male,6,10,1
29,25 - 45,Felony,African-American,Male,0,7,0
55,Greater than 45,Felony,Caucasian,Female,2,1,0
68,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
20,Less than 25,Felony,African-American,Male,0,6,0
23,Less than 25,Misdemeanor,African-American,Male,0,5,0
55,Greater than 45,Misdemeanor,African-American,Male,0,1,1
24,Less than 25,Felony,Hispanic,Male,0,3,0
77,Greater than 45,Misdemeanor,African-American,Male,0,1,0
52,Greater than 45,Misdemeanor,Caucasian,Male,3,1,0
39,25 - 45,Felony,Hispanic,Male,0,1,0
51,Greater than 45,Misdemeanor,Caucasian,Female,1,1,0
34,25 - 45,Felony,African-American,Male,2,2,0
23,Less than 25,Felony,Caucasian,Male,0,4,0
32,25 - 45,Felony,Caucasian,Male,2,1,0
38,25 - 45,Misdemeanor,African-American,Male,8,4,0
34,25 - 45,Felony,Caucasian,Male,1,3,0
54,Greater than 45,Misdemeanor,African-American,Male,1,1,0
25,25 - 45,Misdemeanor,Caucasian,Male,2,6,1
34,25 - 45,Misdemeanor,Hispanic,Male,1,1,0
45,Greater than 45,Felony,African-American,Male,7,1,0
45,Greater than 45,Misdemeanor,Caucasian,Male,1,2,0
28,25 - 45,Felony,African-American,Male,12,5,0
41,25 - 45,Felony,African-American,Male,2,1,0
28,25 - 45,Felony,African-American,Male,2,7,0
25,25 - 45,Felony,African-American,Female,4,4,0
23,Less than 25,Misdemeanor,Caucasian,Female,1,3,0
30,25 - 45,Felony,African-American,Male,2,4,1
35,25 - 45,Misdemeanor,Caucasian,Male,3,2,0
34,25 - 45,Felony,Caucasian,Male,13,3,1
43,25 - 45,Misdemeanor,Caucasian,Male,1,1,0
27,25 - 45,Misdemeanor,African-American,Male,27,9,1
26,25 - 45,Felony,African-American,Male,7,6,0
27,25 - 45,Misdemeanor,Hispanic,Male,0,3,0
41,25 - 45,Felony,Caucasian,Male,1,7,0
30,25 - 45,Misdemeanor,African-American,Male,4,2,1
30,25 - 45,Felony,Caucasian,Male,1,3,0
33,25 - 45,Felony,African-American,Male,1,1,0
40,25 - 45,Misdemeanor,African-American,Male,11,2,1
56,Greater than 45,Felony,Caucasian,Male,1,1,0
51,Greater than 45,Felony,African-American,Male,4,2,0
36,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
25,25 - 45,Felony,Hispanic,Male,3,4,1
30,25 - 45,Misdemeanor,Caucasian,Male,0,2,0
21,Less than 25,Felony,Caucasian,Female,0,6,0
38,25 - 45,Felony,Hispanic,Male,0,2,0
29,25 - 45,Felony,Other,Male,8,6,1
40,25 - 45,Felony,African-American,Female,2,1,0
37,25 - 45,Felony,African-American,Male,2,2,0
37,25 - 45,Felony,African-American,Female,0,2,0
23,Less than 25,Felony,African-American,Female,2,5,1
55,Greater than 45,Felony,Hispanic,Male,0,1,0
19,Less than 25,Felony,African-American,Male,1,7,1
25,25 - 45,Misdemeanor,African-American,Male,0,5,0
26,25 - 45,Misdemeanor,African-American,Male,6,6,0
20,Less than 25,Felony,African-American,Male,0,8,0
43,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
35,25 - 45,Felony,African-American,Male,2,2,0
55,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
52,Greater than 45,Misdemeanor,African-American,Female,0,1,0
33,25 - 45,Misdemeanor,African-American,Female,0,6,0
30,25 - 45,Felony,Other,Male,0,2,0
67,Greater than 45,Felony,African-American,Male,8,2,0
31,25 - 45,Misdemeanor,African-American,Male,7,2,0
30,25 - 45,Misdemeanor,African-American,Male,4,4,0
55,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
25,25 - 45,Felony,African-American,Male,0,3,0
25,25 - 45,Felony,African-American,Male,0,5,0
22,Less than 25,Felony,African-American,Male,0,5,0
37,25 - 45,Felony,African-American,Male,8,4,0
68,Greater than 45,Felony,Caucasian,Male,7,6,1
37,25 - 45,Felony,Caucasian,Male,0,3,0
30,25 - 45,Misdemeanor,African-American,Male,4,2,0
34,25 - 45,Misdemeanor,African-American,Male,1,2,0
28,25 - 45,Misdemeanor,Other,Male,0,2,0
37,25 - 45,Misdemeanor,Caucasian,Male,4,5,1
52,Greater than 45,Misdemeanor,Hispanic,Male,0,1,0
36,25 - 45,Misdemeanor,Caucasian,Male,2,1,0
26,25 - 45,Felony,Caucasian,Male,2,3,0
24,Less than 25,Felony,Caucasian,Male,0,3,0
27,25 - 45,Felony,African-American,Male,0,7,0
37,25 - 45,Misdemeanor,Caucasian,Female,0,1,0
37,25 - 45,Felony,Hispanic,Male,1,2,0
58,Greater than 45,Misdemeanor,Caucasian,Male,5,1,0
41,25 - 45,Felony,African-American,Female,0,1,0
33,25 - 45,Misdemeanor,Hispanic,Male,0,1,0
33,25 - 45,Misdemeanor,African-American,Male,0,1,0
22,Less than 25,Felony,Hispanic,Male,0,5,0
33,25 - 45,Felony,Caucasian,Female,0,1,0
25,25 - 45,Misdemeanor,African-American,Male,0,5,0
37,25 - 45,Misdemeanor,African-American,Male,0,1,1
21,Less than 25,Misdemeanor,African-American,Male,0,9,0
37,25 - 45,Felony,Caucasian,Male,13,3,0
24,Less than 25,Misdemeanor,African-American,Male,2,7,0
35,25 - 45,Felony,African-American,Male,0,3,0
29,25 - 45,Felony,Caucasian,Male,10,5,1
41,25 - 45,Felony,African-American,Male,6,2,1
46,Greater than 45,Misdemeanor,African-American,Male,2,6,0
41,25 - 45,Felony,Caucasian,Male,0,1,0
25,25 - 45,Felony,African-American,Male,2,9,0
27,25 - 45,Misdemeanor,African-American,Male,1,2,0
31,25 - 45,Felony,African-American,Male,13,8,1
23,Less than 25,Misdemeanor,Caucasian,Male,0,4,0
49,Greater than 45,Felony,Caucasian,Female,0,2,0
49,Greater than 45,Felony,Caucasian,Male,8,1,0
41,25 - 45,Misdemeanor,African-American,Male,7,2,0
20,Less than 25,Felony,Caucasian,Female,0,9,1
44,25 - 45,Misdemeanor,African-American,Male,8,5,1
41,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
31,25 - 45,Misdemeanor,African-American,Male,5,3,1
42,25 - 45,Misdemeanor,Hispanic,Male,1,1,0
67,Greater than 45,Felony,African-American,Female,0,1,0
42,25 - 45,Misdemeanor,Caucasian,Male,1,1,0
25,25 - 45,Felony,African-American,Male,0,4,0
43,25 - 45,Misdemeanor,Other,Male,2,1,0
23,Less than 25,Felony,Caucasian,Male,6,6,1
23,Less than 25,Felony,African-American,Male,2,4,0
33,25 - 45,Felony,Caucasian,Male,2,1,0
41,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
31,25 - 45,Felony,Caucasian,Female,1,1,0
53,Greater than 45,Felony,African-American,Male,5,1,0
36,25 - 45,Misdemeanor,African-American,Male,1,1,0
58,Greater than 45,Misdemeanor,Caucasian,Male,10,1,0
62,Greater than 45,Felony,Caucasian,Male,0,1,0
25,25 - 45,Felony,Caucasian,Male,4,3,0
46,Greater than 45,Felony,Caucasian,Male,2,1,0
32,25 - 45,Felony,Caucasian,Male,6,8,0
58,Greater than 45,Misdemeanor,Caucasian,Female,0,1,0
20,Less than 25,Felony,African-American,Male,0,9,1
36,25 - 45,Misdemeanor,African-American,Female,1,1,0
59,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
29,25 - 45,Felony,African-American,Male,5,4,1
21,Less than 25,Misdemeanor,African-American,Female,0,6,0
28,25 - 45,Misdemeanor,Caucasian,Male,0,2,0
42,25 - 45,Felony,African-American,Female,16,2,0
21,Less than 25,Felony,African-American,Male,3,6,1
49,Greater than 45,Misdemeanor,Caucasian,Female,1,1,0
24,Less than 25,Misdemeanor,Caucasian,Female,0,5,0
55,Greater than 45,Misdemeanor,African-American,Female,1,1,0
21,Less than 25,Felony,Caucasian,Male,1,6,0
34,25 - 45,Misdemeanor,African-American,Male,4,6,0
27,25 - 45,Felony,African-American,Male,2,3,0
37,25 - 45,Misdemeanor,African-American,Male,12,9,0
23,Less than 25,Felony,Caucasian,Male,0,5,0
27,25 - 45,Felony,African-American,Male,5,5,1
50,Greater than 45,Felony,African-American,Male,1,1,0
22,Less than 25,Felony,African-American,Male,1,7,0
34,25 - 45,Felony,African-American,Male,1,2,0
21,Less than 25,Felony,Caucasian,Male,0,5,0
45,Greater than 45,Felony,Other,Male,1,1,0
30,25 - 45,Felony,African-American,Male,1,7,0
61,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
27,25 - 45,Misdemeanor,Caucasian,Male,3,3,0
41,25 - 45,Misdemeanor,Hispanic,Male,2,1,0
60,Greater than 45,Misdemeanor,Caucasian,Male,0,1,0
23,Less than 25,Misdemeanor,African-American,Male,1,8,0
40,25 - 45,Misdemeanor,Caucasian,Male,0,1,0
30,25 - 45,Felony,Caucasian,Male,0,1,0
20,Less than 25,Felony,African-American,Female,0,7,0
